744: 경동광성상가 | Type: 상설장 | Addr: 서울특별시 동대문구 고산자로38길 5 | Lat/Lon: 37.5801094,127.0388992 | Cycle: 매일
747: 청량종합도매시장(깡통시장) | Type: 상설장 | Addr: 서울특별시 동대문구 경동시장로30-7 | Lat/Lon: 37.58194677,127.0408474 | Cycle: 매일
753: 구미산업유통단지 | Type: 상설장 | Addr: 경상북도 구미시 3공단1로 302-7 | Lat/Lon: 36.10987904,128.4026465 | Cycle: 매일
765: 연희사러가 | Type: 상설장 | Addr: 서울특별시 서대문구 연희맛로 23 | Lat/Lon: 37.56714756,126.9296631 | Cycle: 매일
770: 중곡제일전통시장(중곡제일시장) | Type: 상설장 | Addr: 서울특별시 광진구 긴고랑로11길 14 | Lat/Lon: 37.56387861,127.081743 | Cycle: 매일
780: 장유전통시장(장유중앙시장) | Type: 상설장+3일장 | Addr: 경상남도 김해시 장유로 287-22 | Lat/Lon: 35.20056341,128.8148125 | Cycle: 3일+8일
807: 신림현대종합상가 | Type: 상설장 | Addr: 서울특별시 관악구 신림로 29길 3-20 | Lat/Lon: 37.47462597,126.9338049 | Cycle: 매일
812: 노룬산시장(건물형) | Type: 상설장 | Addr: 서울특별시 광진구 뚝섬로 491 | Lat/Lon: 37.5364717,127.0648885 | Cycle: 매일
813: 조양시장(건물형) | Type: 상설장 | Addr: 서울특별시 광진구 아차산로 30길 39 | Lat/Lon: 37.53899664,127.0674931 | Cycle: 매일
816: 신성종합시장(건물형) | Type: 상설장 | Addr: 서울특별시 광진구 용마산로 50 | Lat/Lon: 37.55808066,127.088052 | Cycle: 매일
817: 중곡제일시장(이오상사) | Type: 상설장 | Addr: 서울특별시 광진구 긴고랑로11길 11 | Lat/Lon: 37.56391495,127.0813016 | Cycle: 매일
827: 신사상가 | Type: 상설장 | Addr: 서울특별시 강남구 압구정로29길 72-1 | Lat/Lon: 37.53228744,127.028409 | Cycle: 매일
837: 백년시장(강북종합시장과별개의시장) 구 강북종합전통시장 | Type: 상설장 | Addr: 서울특별시 강북구 한천로144길 12 | Lat/Lon: 37.64155145,127.0257426 | Cycle: 매일
838: 수유전통시장(수유골목시장) | Type: 상설장 | Addr: 서울특별시 강북구 도봉로67길 18 | Lat/Lon: 37.63073125,127.0226688 | Cycle: 매일
839: 수유프라자 | Type: 상설장 | Addr: 서울특별시 강북구 도봉로 261 | Lat/Lon: 37.63169515,127.0234508 | Cycle: 매일
856: 시화유통상가 | Type: 상설장 | Addr: 경기도 시흥시 공단1대로 244 | Lat/Lon: 37.33533243,126.7284453 | Cycle: 매일
861: 창선상가 | Type: 상설장 | Addr: 부산광역시 중구 중구로 45 | Lat/Lon: 35.10193912,129.027751 | Cycle: 매일
863: 월드밸리 | Type: 상설장 | Addr: 부산광역시 중구 대청로 60 | Lat/Lon: 35.10280033,129.0263688 | Cycle: 매일
865: 아리랑거리 | Type: 상설장 | Addr: 부산광역시 중구 중구로30번길 12 | Lat/Lon: 35.10045891,129.0289644 | Cycle: 매일
866: 신창상가 | Type: 상설장 | Addr: 부산광역시 중구 중구로34번길 21-1 | Lat/Lon: 35.10117719,129.0302005 | Cycle: 매일
870: 부산데파트 | Type: 상설장 | Addr: 부산광역시 중구 중앙대로 2 | Lat/Lon: 35.0983104,129.0367073 | Cycle: 매일
871: 반송큰시장(반송2동시장) | Type: 상설장 | Addr: 부산광역시 해운대구 윗반송로51번길 86 | Lat/Lon: 35.23111721,129.1562096 | Cycle: 매일
873: 금산인삼쇼핑센타 | Type: 상설장 | Addr: 충청남도 금산군 금산읍 인삼광장로 47 | Lat/Lon: 36.1015148,127.4989542 | Cycle: 매일
